Date, Close
2024-10-02,563.5853271484375
2024-10-03,562.5549926757812
2024-10-04,567.6671142578125
2024-10-07,562.53515625
2024-10-08,567.8553466796875
2024-10-09,571.7886352539062
2024-10-10,570.7879028320312
2024-10-11,574.2058715820312
2024-10-14,578.9019775390625
2024-10-15,574.4041137695312
2024-10-16,576.9006958007812
2024-10-17,576.9501953125
2024-10-18,579.1694946289062
2024-10-21,578.2183837890625
2024-10-22,577.9112548828125
2024-10-23,572.6306762695312
2024-10-24,573.8690795898438
2024-10-25,573.6708984375
2024-10-28,575.4443359375
2024-10-29,576.3756103515625
2024-10-30,574.6319580078125
2024-10-31,563.367431640625
2024-11-01,565.7450561523438
2024-11-04,564.5264282226562
2024-11-05,571.3526611328125
2024-11-06,585.5596923828125
2024-11-07,590.0872802734375
2024-11-08,592.6434326171875
2024-11-11,593.2080688476562
2024-11-12,591.3654174804688
2024-11-13,591.6527099609375
2024-11-14,587.8482055664062
2024-11-15,580.3186645507812
2024-11-18,582.6964721679688
2024-11-19,584.8264770507812
2024-11-20,585.024658203125
2024-11-21,588.1652221679688
2024-11-22,589.98828125
2024-11-25,591.989501953125
2024-11-26,595.08056640625
2024-11-27,593.2774047851562
2024-11-29,596.9629516601562
2024-12-02,598.032958984375
2024-12-03,598.3102416992188
2024-12-04,602.0255126953125
2024-12-05,601.0347900390625
2024-12-06,602.1741943359375
2024-12-09,599.0731811523438
2024-12-10,597.2106323242188
2024-12-11,601.827392578125
2024-12-12,598.7264404296875
2024-12-13,598.6076049804688
2024-12-16,601.1636352539062
2024-12-17,598.686767578125
2024-12-18,580.8438110351562
2024-12-19,580.6654052734375
2024-12-20,587.6398315429688
2024-12-23,591.1588134765625
2024-12-24,597.7294921875
2024-12-26,597.7693481445312
2024-12-27,591.4768676757812
2024-12-30,584.7271728515625
2024-12-31,582.5999145507812
2025-01-02,581.16845703125
2025-01-03,588.43505859375
2025-01-06,591.8247680664062
2025-01-07,585.134765625
2025-01-08,585.9896850585938
2025-01-10,577.0430908203125
2025-01-13,577.937744140625
2025-01-14,578.7329711914062
2025-01-15,589.2601318359375
2025-01-16,588.1268920898438
2025-01-17,594.0316162109375
2025-01-21,599.4691162109375
2025-01-22,602.8389892578125
2025-01-23,606.1293334960938
2025-01-24,604.35986328125
2025-01-27,595.81103515625
2025-01-28,600.930419921875
2025-01-29,598.2365112304688
2025-01-30,601.4473266601562
2025-01-31,598.2464599609375
2025-02-03,594.2205200195312
2025-02-04,598.2066650390625
2025-02-05,600.6321411132812
2025-02-06,602.7197265625
2025-02-07,597.2026977539062
2025-02-10,601.2584228515625
2025-02-11,601.7157592773438
2025-02-12,599.7772827148438
2025-02-13,606.1094360351562
2025-02-14,606.0796508789062
2025-02-18,607.8590087890625
2025-02-19,609.2904663085938
2025-02-20,606.755615234375
2025-02-21,596.3776245117188
2025-02-24,593.663818359375
2025-02-25,590.71142578125
2025-02-26,591.0096435546875
2025-02-27,581.5759887695312
2025-02-28,590.6517944335938
2025-03-03,580.3036499023438
2025-03-04,573.4346313476562
2025-03-05,579.5978393554688
2025-03-06,569.309326171875
2025-03-07,572.5001831054688
2025-03-10,557.2513427734375
2025-03-11,552.6189575195312
2025-03-12,555.551513671875
2025-03-13,548.1456909179688
2025-03-14,559.4680786132812
2025-03-17,563.7823486328125
2025-03-18,557.688720703125
2025-03-19,563.762451171875
2025-03-20,562.1321411132812
2025-03-21,562.317626953125
2025-03-24,572.3878784179688
2025-03-25,573.7637939453125
2025-03-26,566.9140625
2025-03-27,565.4085083007812
2025-03-28,554.0221557617188
2025-03-31,557.7411499023438
2025-04-01,559.3164672851562
2025-04-02,562.8560791015625
2025-04-03,535.1180419921875
2025-04-04,503.7906494140625
2025-04-07,502.893310546875
2025-04-08,495.0166015625
2025-04-09,547.0029296875
2025-04-10,523.0337524414062
2025-04-11,532.3661499023438
2025-04-14,537.5308837890625
2025-04-15,536.0253295898438
2025-04-16,524.1105346679688
2025-04-17,524.8583374023438
2025-04-21,512.3652954101562
2025-04-22,525.6959228515625
2025-04-23,533.841796875
2025-04-24,545.07861328125
2025-04-25,549.0169677734375
2025-04-28,549.226318359375
2025-04-29,552.6860961914062
2025-04-30,552.9054565429688
2025-05-01,556.8238525390625
2025-05-02,565.0894165039062
2025-05-05,561.8489990234375
2025-05-06,557.1528930664062
2025-05-07,559.4959716796875
2025-05-08,563.3944702148438
2025-05-09,562.6765747070312
2025-05-12,581.2716064453125
2025-05-13,585.1102905273438
2025-05-14,585.8580932617188
2025-05-15,588.7196044921875
2025-05-16,592.4485473632812
2025-05-19,593.0966186523438
2025-05-20,591.1025390625
2025-05-21,581.1419677734375
2025-05-22,581.371337890625
2025-05-23,577.4030151367188
2025-05-27,589.4075927734375
2025-05-28,585.9976196289062
2025-05-29,588.310791015625
2025-05-30,587.6527709960938
2025-06-02,590.9629516601562
2025-06-03,594.3330078125
2025-06-04,594.1734619140625
2025-06-05,591.3019409179688
2025-06-06,597.3740234375
2025-06-09,597.9124145507812
2025-06-10,601.3023681640625
2025-06-11,599.5874633789062
2025-06-12,601.9703979492188
2025-06-13,595.2402954101562
2025-06-16,600.903564453125
2025-06-17,595.768798828125
2025-06-18,595.6790161132812
2025-06-20,594.280029296875
2025-06-23,600.1500244140625
2025-06-24,606.780029296875
2025-06-25,607.1199951171875
2025-06-26,611.8699951171875
2025-06-27,614.9099731445312
2025-06-30,617.8499755859375
2025-07-01,617.6500244140625
2025-07-02,620.4500122070312
2025-07-03,625.3400268554688
2025-07-07,620.6799926757812
2025-07-08,620.3400268554688
2025-07-09,624.0599975585938
2025-07-10,625.8200073242188
2025-07-11,623.6199951171875
2025-07-14,624.8099975585938
2025-07-15,622.1400146484375
2025-07-16,624.219970703125
2025-07-17,628.0399780273438
2025-07-18,627.5800170898438
2025-07-21,628.77001953125
2025-07-22,628.8599853515625
2025-07-23,634.2100219726562
2025-07-24,634.4199829101562
